row_id,appendix_table,pdf_pages,source_group,descriptive_name,author_market_code,exchange,currency,multiplier,first_source_year,lane_class,provider_mapping_status,local_contract_identity_status,market_data_readiness_status,substitution_policy,production_use_status
APPENDIX_C_183_003,183,695,Agricultural futures,Corn,ZC,ECBOT,USD,5000,1972,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_004,183,695,Agricultural futures,Feeder Cattle,GF,GLOBEX,USD,50000,1977,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_005,183,695,Agricultural futures,Lean Hogs,HE,GLOBEX,USD,40000,1974,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_006,183,695,Agricultural futures,Live Cattle,LE,GLOBEX,USD,40000,1971,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_007,183,695,Agricultural futures,Oats,ZO,ECBOT,USD,5000,1970,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_008,183,695,Agricultural futures,Red Wheat,KE,ECBOT,USD,5000,1995,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_009,183,695,Agricultural futures,Rice,ZR,ECBOT,USD,2000,1988,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_010,183,695,Agricultural futures,Soybeans,ZS,ECBOT,USD,5000,1985,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_011,183,695,Agricultural futures,Soybean Meal,ZM,ECBOT,USD,100,1970,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_012,183,695,Agricultural futures,Soybean Oil,ZL,ECBOT,USD,60000,1970,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_013,183,695,Agricultural futures,Wheat,ZW,ECBOT,USD,5000,1973,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
