row_id,appendix_table,source_group,descriptive_name,author_market_code,appendix_exchange,appendix_currency,appendix_multiplier,post_alias_provider_status,databento_dataset,continuous_symbol_candidate,provider_metadata_safe_window_start,provider_metadata_safe_window_end,symbology_status,selected_instrument_id,selected_dated_raw_symbol,definition_status,provider_exchange,provider_currency,provider_group,provider_asset,security_type,instrument_class,activation,expiration,maturity_year,maturity_month,maturity_day,unit_of_measure,unit_of_measure_qty,min_price_increment,min_price_increment_amount,contract_multiplier,exchange_normalization_status,currency_normalization_status,multiplier_semantics_status,active_listed_status_as_of_provider_metadata_window,dated_contract_selection_status,contract_identity_static_result,next_required_gate,market_row_access_status,ohlcv_download_authorized,strategy_use_status,substitution_policy,notes
APPENDIX_C_175_003,175,European equity index futures,German DAX 30,DAX,DTB,EUR,1,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,DAX.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,11447,DAXM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XNYM,USD,PA,DAX,FUT,F,2020-11-25T22:30:00Z,2026-05-28T21:00:00Z,2026,6,255,MWH,5,0.01,0.02,1520,REVIEW_REQUIRED_EXCHANGE_NORMALIZATION_CONFLICT,REVIEW_REQUIRED_CURRENCY_MISMATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,FAIL_CLOSED_NOT_ACTIVE_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_EXCHANGE_NORMALIZATION_CONFLICT; REVIEW_REQUIRED_CURRENCY_MISMATCH; REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; FAIL_CLOSED_NOT_ACTIVE_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION
APPENDIX_C_175_004,175,European equity index futures,Swiss SMI,SMI,SOFFEX,EUR,10,DATABENTO_ALIAS_FAIL_CLOSED_CURRENCY_VENUE_NORMALIZATION_REQUIRED,XEUR.EOBI,FSMI.c.0,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_175_005,175,European equity index futures,EU DJ Small cap 200,DJ200S,DTB,EUR,50,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FSCP.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,1228,FSCP SI 20260619 CS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FSCP,FUT,F,,2026-06-19T00:00:00Z,2026,6,255,,1,0.1,5,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_175_006,175,European equity index futures,EU STOXX select dividend 30,DJSD,DTB,EUR,10,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_175_007,175,European equity index futures,EU STOXX 600,DJ600,DTB,EUR,50,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FXXP.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,1353,FXXP SI 20260619 CS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FXXP,FUT,F,,2026-06-19T00:00:00Z,2026,6,255,,1,0.02,1,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_175_008,175,European equity index futures,EUROSTOXX 50,ESTX50,DTB,EUR,10,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FESX.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,803,FESX SI 20260619 CS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FESX,FUT,F,,2026-06-19T00:00:00Z,2026,6,255,,1,0.01,0.1,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_176_001,176,European stock sector futures,EU Auto,SXAP,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_002,176,European stock sector futures,EU Basic materials,SXPP,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_003,176,European stock sector futures,EU Health,SXDP,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_004,176,European stock sector futures,EU Insurance,SXIP,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_005,176,European stock sector futures,EU Oil,SXEP,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_006,176,European stock sector futures,EU Technology,SX8P,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_007,176,European stock sector futures,EU Travel,SXTP,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_176_008,176,European stock sector futures,EU Utilities,SX6P,DTB,EUR,50,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_001,177,Asian equity index futures,MSCI Asia,M1MS,DTB,USD,100,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_002,177,Asian equity index futures,FTSE China A,XINA50,SGX,USD,1,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_003,177,Asian equity index futures,FTSE China H,XIN01,SGX,USD,2,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_004,177,Asian equity index futures,Indian NIFTY,NIFTY,SGX,USD,2,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_005,177,Asian equity index futures,Japan NIKKEI,N225M,Osaka,JPY,100,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_006,177,Asian equity index futures,Japan NIKKEI 400,JPNK400,Osaka,JPY,100,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_007,177,Asian equity index futures,Japan Mothers index,TSEMOTHR,Osaka,JPY,1000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_008,177,Asian equity index futures,Japan TOPIX,MNTPX,Osaka,JPY,1000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_009,177,Asian equity index futures,Korea KOSDAQ,KOSDQ150,Korea,KRW,10000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_010,177,Asian equity index futures,Korea KOSPI,K200,Korea,KRW,250000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_011,177,Asian equity index futures,MSCI Singapore,SSG,SGX,SGD,100,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_177_012,177,Asian equity index futures,FTSE Taiwan,TWN,SGX,USD,40,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,IFLL.IMPACT,TWN.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,7321866,TWN EMM0026!,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,IFLO,GBX,,TWN,FUT,F,,2026-06-19T00:00:00Z,2026,6,19,share,1000,0.25,,2147483647,REVIEW_REQUIRED_EXCHANGE_NORMALIZATION_CONFLICT,REVIEW_REQUIRED_CURRENCY_MISMATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_EXCHANGE_NORMALIZATION_CONFLICT; REVIEW_REQUIRED_CURRENCY_MISMATCH; REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_178_001,178,Volatility futures,VIX,VIX,CFE,USD,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XCBF.PITCH,VX.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,176738,VX/M6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCBF,,VX,VX,FUT,F,,2026-06-17T00:00:00Z,2026,6,17,,,5e-07,,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,REVIEW_REQUIRED_CURRENCY_MISMATCH,REVIEW_REQUIRED_MULTIPLIER_FIELD_MISSING_OR_UNPARSEABLE,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_CURRENCY_MISMATCH; REVIEW_REQUIRED_MULTIPLIER_FIELD_MISSING_OR_UNPARSEABLE; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_178_002,178,Volatility futures,VSTOXX,V2TX,DTB,EUR,100,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FVS.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,22634,FVS SI 20260617 CS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FVS,FUT,F,,2026-06-17T00:00:00Z,2026,6,255,,1,0.05,5,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
