provider,dataset,schema,provider_symbol,locked_raw_symbol,instrument_id,completed_trading_date,timestamp_utc,provider_condition_source,provider_condition_raw_status,provider_condition_scope,provider_condition_applies_to_ohlcv_1d,provider_condition_readiness_status,strategy_facing_readiness_status,condition_review_notes
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-22,2026-04-22T00:00:00Z,condition_record_913,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-23,2026-04-23T00:00:00Z,condition_record_914,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-24,2026-04-24T00:00:00Z,condition_record_915,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-26,2026-04-26T00:00:00Z,condition_record_916,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-27,2026-04-27T00:00:00Z,condition_record_917,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-28,2026-04-28T00:00:00Z,condition_record_918,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-29,2026-04-29T00:00:00Z,condition_record_919,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-04-30,2026-04-30T00:00:00Z,condition_record_920,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-01,2026-05-01T00:00:00Z,condition_record_921,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-03,2026-05-03T00:00:00Z,condition_record_922,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-04,2026-05-04T00:00:00Z,condition_record_923,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-05,2026-05-05T00:00:00Z,condition_record_924,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-06,2026-05-06T00:00:00Z,condition_record_925,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-07,2026-05-07T00:00:00Z,condition_record_926,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-08,2026-05-08T00:00:00Z,condition_record_927,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-10,2026-05-10T00:00:00Z,condition_record_928,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-11,2026-05-11T00:00:00Z,condition_record_929,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-12,2026-05-12T00:00:00Z,condition_record_930,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-13,2026-05-13T00:00:00Z,condition_record_931,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-14,2026-05-14T00:00:00Z,condition_record_932,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-15,2026-05-15T00:00:00Z,condition_record_933,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-17,2026-05-17T00:00:00Z,condition_record_934,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-18,2026-05-18T00:00:00Z,condition_record_935,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-19,2026-05-19T00:00:00Z,condition_record_936,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-20,2026-05-20T00:00:00Z,condition_record_937,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-21,2026-05-21T00:00:00Z,condition_record_938,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-22,2026-05-22T00:00:00Z,condition_record_939,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-24,2026-05-24T00:00:00Z,condition_record_941,degraded,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_QUARANTINED_PROVIDER_CONDITION_DEGRADED,BLOCKED_FOR_STRATEGY_USE_PROVIDER_CONDITION,DEGRADED_OR_WARNING_CONDITION_SCOPE_NOT_PROVEN_IRRELEVANT_TO_OHLCV_1D
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-25,2026-05-25T00:00:00Z,condition_record_942,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-26,2026-05-26T00:00:00Z,condition_record_943,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-27,2026-05-27T00:00:00Z,condition_record_944,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-28,2026-05-28T00:00:00Z,condition_record_945,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MESM6,MESM6,42005163,2026-05-29,2026-05-29T00:00:00Z,condition_record_946,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-04-09,2025-04-09T00:00:00Z,condition_record_589,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-06-20,2025-06-20T00:00:00Z,condition_record_651,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-06-23,2025-06-23T00:00:00Z,condition_record_653,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-06-24,2025-06-24T00:00:00Z,condition_record_654,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-06-25,2025-06-25T00:00:00Z,condition_record_655,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-06-26,2025-06-26T00:00:00Z,condition_record_656,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-07-03,2025-07-03T00:00:00Z,condition_record_662,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-07-17,2025-07-17T00:00:00Z,condition_record_674,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-07-25,2025-07-25T00:00:00Z,condition_record_681,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-07-28,2025-07-28T00:00:00Z,condition_record_683,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-07-30,2025-07-30T00:00:00Z,condition_record_685,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-08-01,2025-08-01T00:00:00Z,condition_record_687,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-08-04,2025-08-04T00:00:00Z,condition_record_689,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-08-20,2025-08-20T00:00:00Z,condition_record_703,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-03,2025-09-03T00:00:00Z,condition_record_715,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-15,2025-09-15T00:00:00Z,condition_record_725,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-17,2025-09-17T00:00:00Z,condition_record_727,degraded,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_QUARANTINED_PROVIDER_CONDITION_DEGRADED,BLOCKED_FOR_STRATEGY_USE_PROVIDER_CONDITION,DEGRADED_OR_WARNING_CONDITION_SCOPE_NOT_PROVEN_IRRELEVANT_TO_OHLCV_1D
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-19,2025-09-19T00:00:00Z,condition_record_729,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-22,2025-09-22T00:00:00Z,condition_record_731,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-23,2025-09-23T00:00:00Z,condition_record_732,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-24,2025-09-24T00:00:00Z,condition_record_733,degraded,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_QUARANTINED_PROVIDER_CONDITION_DEGRADED,BLOCKED_FOR_STRATEGY_USE_PROVIDER_CONDITION,DEGRADED_OR_WARNING_CONDITION_SCOPE_NOT_PROVEN_IRRELEVANT_TO_OHLCV_1D
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-25,2025-09-25T00:00:00Z,condition_record_734,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-26,2025-09-26T00:00:00Z,condition_record_735,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-29,2025-09-29T00:00:00Z,condition_record_737,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-09-30,2025-09-30T00:00:00Z,condition_record_738,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-01,2025-10-01T00:00:00Z,condition_record_739,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-02,2025-10-02T00:00:00Z,condition_record_740,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-03,2025-10-03T00:00:00Z,condition_record_741,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-06,2025-10-06T00:00:00Z,condition_record_743,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-07,2025-10-07T00:00:00Z,condition_record_744,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-08,2025-10-08T00:00:00Z,condition_record_745,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-09,2025-10-09T00:00:00Z,condition_record_746,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-10,2025-10-10T00:00:00Z,condition_record_747,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-12,2025-10-12T00:00:00Z,condition_record_748,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-13,2025-10-13T00:00:00Z,condition_record_749,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,MNQM6,MNQM6,42004936,2025-10-14,2025-10-14T00:00:00Z,condition_record_750,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
