"row_id","author_market_code","descriptive_name","source_exchange","official_source_url","official_source_type","evidence_intake_status","official_exchange_venue","official_product_code","official_product_name","official_currency","official_contract_unit","official_multiplier_semantics","official_point_value","official_price_quotation","official_tick_size","official_tick_value","official_active_listed_status","official_contract_variant","official_delivery_cycle","source_provider_reconciliation_status","market_row_access_status","provider_api_accessed","ninjatrader_historical_export_used","production_contract_identity_lock_status","notes"
"APPENDIX_C_182_003","HH","Gas last day","NYMEX","https://www.cmegroup.com/markets/energy/natural-gas/henry-hub-natural-gas-last-day-financial.contractSpecs.html; https://www.cmegroup.com/market-regulation/files/15-216.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_RULE_FILING","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_PRODUCT_CODE_RECONCILIATION_REQUIRED","NYMEX","HH","Henry Hub Natural Gas Last Day Financial Futures","USD","10000 MMBtu","point value is USD 10000 per USD-per-MMBtu price point","10000","USD per MMBtu","0.001","10","OFFICIAL_CURRENT_SPEC_OR_RULE_FILING_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","last-day financial natural gas future","delivery cycle not extracted in this gate; NYMEX energy rulebook/spec extraction required","OFFICIAL_CODE_AND_RULEBOOK_CHAPTER_AMBIGUITY_HH_OR_NN_REQUIRES_REVIEW","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Static size and tick align with provider extract, but official code/chapter treatment needs a source-hashed final lock."
"APPENDIX_C_182_004","RB","Gasoline","NYMEX","https://www.cmegroup.com/markets/energy/refined-products/rbob-gasoline.contractSpecs.html; https://www.cmegroup.com/pt/products/energy/rbob-harbor-gasoline-blendstock.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_EXTRACTED_CONTRACT_IDENTITY_NOT_LOCKED","NYMEX","RB","RBOB Gasoline Futures","USD","42000 gallons","point value is USD 42000 per USD-per-gallon price point","42000","USD per gallon","0.0001","4.2","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","physical refined-products future","delivery cycle not extracted in this gate; NYMEX energy spec extraction required","NYMEX_PHYSICAL_VARIANT_CORROBORATED_NOT_LOCKED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official static page supports contract unit and tick; final lock still requires source-hash and delivery-cycle extraction."
"APPENDIX_C_182_005","QG","Henry Hub Gas (mini)","NYMEX","https://www.cmegroup.com/markets/energy/natural-gas/e-mini-natural-gas.contractSpecs.html; https://www.cmegroup.com/markets/energy/files/micro-henry-hub-natural-gas-fact-card.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_FACT_CARD","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_PROVIDER_EXCHANGE_TOKEN_MISSING","NYMEX","QG","E-mini Natural Gas Futures","USD","2500 MMBtu","point value is USD 2500 per USD-per-MMBtu price point","2500","USD per MMBtu","0.005","12.5","OFFICIAL_CURRENT_SPEC_OR_FACT_CARD_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","e-mini natural gas future","delivery cycle not extracted in this gate; NYMEX energy spec extraction required","PROVIDER_EXCHANGE_TOKENS_MISSING; E_MINI_VARIANT_CORROBORATED_NOT_LOCKED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official fact card supports mini Henry Hub size and tick; provider exchange token absence remains fail-closed."
"APPENDIX_C_182_006","HO","Heating Oil","NYMEX","https://www.cmegroup.com/markets/energy/refined-products/heating-oil.contractSpecs.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_SOURCE_NAME_RECONCILIATION_REQUIRED","NYMEX","HO","NY Harbor ULSD Futures","USD","42000 gallons","point value is USD 42000 per USD-per-gallon price point","42000","USD per gallon","0.0001","4.2","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","refined-products future","delivery cycle not extracted in this gate; NYMEX energy spec extraction required","APPENDIX_C_HEATING_OIL_LABEL_REQUIRES_RECONCILIATION_TO_CURRENT_NY_HARBOR_ULSD_NAME","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Static size and tick align with provider extract; product naming transition requires explicit lock."
"APPENDIX_C_183_003","ZC","Corn","ECBOT","https://www.cmegroup.com/markets/agriculture/grains/corn.contractSpecs.html; https://www.cmegroup.com/trading/agricultural/files/grain-and-oilseed-futures-options-fact-card.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_FACT_CARD","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CBOT","ZC","Corn Futures","USD","5000 bushels","source multiplier is bushels; provider point value is USD 50 per one-cent-per-bushel price point","50","U.S. cents per bushel","0.25","12.5","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","grain future","Dec Mar May Jul Sep per official grain fact card; final contract-spec source hash required","SOURCE_MULTIPLIER_5000_RECONCILES_TO_PROVIDER_POINT_VALUE_50_ONLY_THROUGH_CENTS_PER_BUSHEL_QUOTE_UNIT; ECBOT_TO_CBOT_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
"APPENDIX_C_183_004","GF","Feeder Cattle","GLOBEX","https://www.cmegroup.com/markets/agriculture/livestock/feeder-cattle.contractSpecs.html; https://www.cmegroup.com/markets/agriculture/files/cattle-futures-and-options-fact-card.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_FACT_CARD","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CME","GF","Feeder Cattle Futures","USD","50000 pounds","source multiplier is pounds; provider point value is USD 500 per one-cent-per-pound price point","500","U.S. cents per pound","0.025","12.5","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","financially settled livestock future","Jan Mar Apr May Aug Sep Oct Nov with nine months listed at a time per official cattle fact card","SOURCE_MULTIPLIER_50000_RECONCILES_TO_PROVIDER_POINT_VALUE_500_ONLY_THROUGH_CENTS_PER_POUND_QUOTE_UNIT; GLOBEX_PLATFORM_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
"APPENDIX_C_183_005","HE","Lean Hogs","GLOBEX","https://www.cmegroup.com/markets/agriculture/livestock/lean-hogs.contractSpecs.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CME","HE","Lean Hog Futures","USD","40000 pounds","source multiplier is pounds; provider point value is USD 400 per one-cent-per-pound price point","400","U.S. cents per pound","0.025","10","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","cash-settled livestock future","delivery cycle not extracted in this gate; CME livestock spec extraction required","SOURCE_MULTIPLIER_40000_RECONCILES_TO_PROVIDER_POINT_VALUE_400_ONLY_THROUGH_CENTS_PER_POUND_QUOTE_UNIT; GLOBEX_PLATFORM_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
"APPENDIX_C_183_006","LE","Live Cattle","GLOBEX","https://www.cmegroup.com/markets/agriculture/livestock/live-cattle.contractSpecs.html; https://www.cmegroup.com/markets/agriculture/files/cattle-futures-and-options-fact-card.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_FACT_CARD","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CME","LE","Live Cattle Futures","USD","40000 pounds","source multiplier is pounds; provider point value is USD 400 per one-cent-per-pound price point","400","U.S. cents per pound","0.025","10","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","physically delivered livestock future","Feb Apr Jun Aug Oct Dec per official cattle fact card","SOURCE_MULTIPLIER_40000_RECONCILES_TO_PROVIDER_POINT_VALUE_400_ONLY_THROUGH_CENTS_PER_POUND_QUOTE_UNIT; GLOBEX_PLATFORM_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
"APPENDIX_C_183_007","ZO","Oats","ECBOT","https://www.cmegroup.com/markets/agriculture/grains/oats.contractSpecs.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CBOT","ZO","Oats Futures","USD","5000 bushels","source multiplier is bushels; provider point value is USD 50 per one-cent-per-bushel price point","50","U.S. cents per bushel","0.25","12.5","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","grain future","delivery cycle not extracted in this gate; CBOT grain spec extraction required","SOURCE_MULTIPLIER_5000_RECONCILES_TO_PROVIDER_POINT_VALUE_50_ONLY_THROUGH_CENTS_PER_BUSHEL_QUOTE_UNIT; ECBOT_TO_CBOT_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official-source URL identified; final hardening must source-hash quote-unit and delivery-cycle fields."
"APPENDIX_C_183_008","KE","Red Wheat","ECBOT","https://www.cmegroup.com/markets/agriculture/grains/kc-hrw-wheat.contractSpecs.html; https://www.cmegroup.com/trading/agricultural/files/fact-card-wheat.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_FACT_CARD","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_PRODUCT_FAMILY_AND_QUOTE_UNIT_RECONCILIATION_REQUIRED","CBOT","KE","KC HRW Wheat Futures","USD","5000 bushels","source multiplier is bushels; provider point value is USD 50 per one-cent-per-bushel price point","50","U.S. cents per bushel","0.25","12.5","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","hard red winter wheat grain future","delivery cycle not extracted in this gate; CBOT/KCBT/CME grain spec extraction required","APPENDIX_C_RED_WHEAT_LABEL_REQUIRES_LOCK_TO_KC_HRW_NOT_CHICAGO_SRW; QUOTE_UNIT_RECONCILIATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official-source URL identified; final hardening must lock Red Wheat to KC HRW or reject."
"APPENDIX_C_183_009","ZR","Rice","ECBOT","https://www.cmegroup.com/markets/agriculture/grains/rough-rice.contractSpecs.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_PARTIAL_EXTRACTED_FAIL_CLOSED_DELIVERY_CYCLE_REVIEW_REQUIRED","CBOT","ZR","Rough Rice Futures","USD","2000 hundredweight","point value is USD 2000 per USD-per-hundredweight price point","2000","USD per hundredweight","0.005","10","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","grain future","delivery cycle not extracted in this gate; CBOT rough rice spec extraction required","ECBOT_TO_CBOT_NORMALIZATION_REQUIRED; PROVIDER_VALUES_CORROBORATE_NOT_LOCK","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Static size and tick align with provider extract; final lock still requires source-hash and delivery-cycle extraction."
"APPENDIX_C_183_010","ZS","Soybeans","ECBOT","https://www.cmegroup.com/markets/agriculture/oilseeds/soybean.contractSpecs.html; https://www.cmegroup.com/education/lessons/soybeans-product-overview.html","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_EDUCATION_PAGE","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CBOT","ZS","Soybean Futures","USD","5000 bushels","source multiplier is bushels; provider point value is USD 50 per one-cent-per-bushel price point","50","U.S. cents per bushel","0.25","12.5","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","oilseed future","delivery cycle not extracted in this gate; CBOT oilseed spec extraction required","SOURCE_MULTIPLIER_5000_RECONCILES_TO_PROVIDER_POINT_VALUE_50_ONLY_THROUGH_CENTS_PER_BUSHEL_QUOTE_UNIT; ECBOT_TO_CBOT_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
"APPENDIX_C_183_011","ZM","Soybean Meal","ECBOT","https://www.cmegroup.com/markets/agriculture/oilseeds/soybean-meal.contractSpecs.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_PARTIAL_EXTRACTED_FAIL_CLOSED_DELIVERY_CYCLE_REVIEW_REQUIRED","CBOT","ZM","Soybean Meal Futures","USD","100 short tons","point value is USD 100 per USD-per-short-ton price point","100","USD per short ton","0.1","10","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","oilseed product future","delivery cycle not extracted in this gate; CBOT oilseed spec extraction required","ECBOT_TO_CBOT_NORMALIZATION_REQUIRED; PROVIDER_VALUES_CORROBORATE_NOT_LOCK","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Static size and tick align with provider extract; final lock still requires source-hash and delivery-cycle extraction."
"APPENDIX_C_183_012","ZL","Soybean Oil","ECBOT","https://www.cmegroup.com/markets/agriculture/oilseeds/soybean-oil.contractSpecs.html; https://www.cmegroup.com/pt/products/agricultural-commodities/soybean-oil.html","CME_GROUP_OFFICIAL_STATIC_SPEC_PAGE","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CBOT","ZL","Soybean Oil Futures","USD","60000 pounds","source multiplier is pounds; provider point value is USD 600 per one-cent-per-pound price point","600","U.S. cents per pound","0.01","6","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","oilseed product future","Jan Mar May Jul Aug Sep Oct Dec per official source; final contract-spec source hash required","SOURCE_MULTIPLIER_60000_RECONCILES_TO_PROVIDER_POINT_VALUE_600_ONLY_THROUGH_CENTS_PER_POUND_QUOTE_UNIT; ECBOT_TO_CBOT_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
"APPENDIX_C_183_013","ZW","Wheat","ECBOT","https://www.cmegroup.com/markets/agriculture/grains/wheat.contractSpecs.html; https://www.cmegroup.com/trading/agricultural/files/fact-card-wheat.pdf","CME_GROUP_OFFICIAL_STATIC_SPEC_OR_OFFICIAL_FACT_CARD","STATIC_FIELDS_EXTRACTED_FAIL_CLOSED_QUOTE_UNIT_RECONCILIATION_REQUIRED","CBOT","ZW","Chicago SRW Wheat Futures","USD","5000 bushels","source multiplier is bushels; provider point value is USD 50 per one-cent-per-bushel price point","50","U.S. cents per bushel","0.25","12.5","OFFICIAL_CURRENT_SPEC_SOURCE_IDENTIFIED_NOT_TRADABILITY_LOCK","soft red winter wheat grain future","delivery cycle not extracted in this gate; CBOT grain spec extraction required","SOURCE_MULTIPLIER_5000_RECONCILES_TO_PROVIDER_POINT_VALUE_50_ONLY_THROUGH_CENTS_PER_BUSHEL_QUOTE_UNIT; ECBOT_TO_CBOT_NORMALIZATION_REQUIRED","NO_MARKET_ROW_ACCESS","NO","NO","NOT_LOCKED","Official source explains quote-unit difference; final hardening must record this as a multiplier-semantics lock."
