row_id,appendix_table,source_group,descriptive_name,author_market_code,source_exchange,source_currency,source_multiplier,first_source_year,provider_mapping_status,provider_mapping_review_status,provider_symbol,local_canonical_instrument_id,static_spec_evidence_status,static_spec_evidence_type,static_spec_evidence_reference,external_contract_spec_page_included,provider_master_name,provider_contract_family,contract_family_status,contract_variant_observed,contract_variant_status,source_exchange_value,provider_exchange_tokens,exchange_evidence_status,source_currency_value,provider_currency_raw,currency_evidence_status,source_multiplier_value,provider_point_value,multiplier_semantics_status,point_value_status,tick_size,tick_size_status,tick_value_candidate,tick_value_status,trading_hours_template,trading_hours_status,provider_server_supported_raw,active_status_evidence,delivery_cycle_status,delivery_cycle_summary,market_data_rows_included,provider_api_accessed,ninjatrader_export_used,production_contract_identity_lock_status,substitution_status,notes
APPENDIX_C_175_005,175,European equity index futures,EU DJ Small cap 200,DJ200S,DTB,EUR,50,2013,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_005_DJ200S,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_175_006,175,European equity index futures,EU STOXX select dividend 30,DJSD,DTB,EUR,10,2009,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_006_DJSD,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,10,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_175_007,175,European equity index futures,EU STOXX 600,DJ600,DTB,EUR,50,2005,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_007_DJ600,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_175_008,175,European equity index futures,EUROSTOXX 50,ESTX50,DTB,EUR,10,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_008_ESTX50,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,10,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_001,176,European stock sector futures,EU Auto,SXAP,DTB,EUR,50,2015,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_001_SXAP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_002,176,European stock sector futures,EU Basic materials,SXPP,DTB,EUR,50,2018,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_002_SXPP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_003,176,European stock sector futures,EU Health,SXDP,DTB,EUR,50,2016,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_003_SXDP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_004,176,European stock sector futures,EU Insurance,SXIP,DTB,EUR,50,2020,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_004_SXIP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_005,176,European stock sector futures,EU Oil,SXEP,DTB,EUR,50,2018,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_005_SXEP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_006,176,European stock sector futures,EU Technology,SX8P,DTB,EUR,50,2018,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_006_SX8P,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_007,176,European stock sector futures,EU Travel,SXTP,DTB,EUR,50,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_007_SXTP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_176_008,176,European stock sector futures,EU Utilities,SX6P,DTB,EUR,50,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_176_008_SX6P,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_001,177,Asian equity index futures,MSCI Asia,M1MS,DTB,USD,100,2021,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_001_M1MS,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,USD,,UNAVAILABLE,100,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_002,177,Asian equity index futures,FTSE China A,XINA50,SGX,USD,1,2011,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_002_XINA50,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,USD,,UNAVAILABLE,1,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_003,177,Asian equity index futures,FTSE China H,XIN01,SGX,USD,2,2020,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_003_XIN01,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,USD,,UNAVAILABLE,2,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_004,177,Asian equity index futures,Indian NIFTY,NIFTY,SGX,USD,2,2002,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,NIFTY,CARVER_APPENDIX_C_177_004_NIFTY,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,NIFTY,S&P CNX Nifty Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,standard_or_unspecified_future,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,SGX,,PROVIDER_EXCHANGE_EMPTY_REQUIRES_SPEC_EVIDENCE,USD,NINJATRADER_RAW_CURRENCY_CODE_9,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,2,75.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.05,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,3.75,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,Nse,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,0,STATIC_MASTER_PRESENT_STATUS_REQUIRES_REVIEW,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_177_005,177,Asian equity index futures,Japan NIKKEI,N225M,Osaka,JPY,100,2011,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_005_N225M,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Osaka,,UNAVAILABLE,JPY,,UNAVAILABLE,100,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_006,177,Asian equity index futures,Japan NIKKEI 400,JPNK400,Osaka,JPY,100,2015,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_006_JPNK400,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Osaka,,UNAVAILABLE,JPY,,UNAVAILABLE,100,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_007,177,Asian equity index futures,Japan Mothers index,TSEMOTHR,Osaka,JPY,1000,2018,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_007_TSEMOTHR,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,index_future,UNAVAILABLE,Osaka,,UNAVAILABLE,JPY,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_008,177,Asian equity index futures,Japan TOPIX,MNTPX,Osaka,JPY,1000,2010,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_008_MNTPX,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Osaka,,UNAVAILABLE,JPY,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_009,177,Asian equity index futures,Korea KOSDAQ,KOSDQ150,Korea,KRW,10000,2020,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_009_KOSDQ150,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Korea,,UNAVAILABLE,KRW,,UNAVAILABLE,10000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_010,177,Asian equity index futures,Korea KOSPI,K200,Korea,KRW,250000,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_010_K200,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Korea,,UNAVAILABLE,KRW,,UNAVAILABLE,250000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_011,177,Asian equity index futures,MSCI Singapore,SSG,SGX,SGD,100,2001,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_011_SSG,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,SGD,,UNAVAILABLE,100,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_177_012,177,Asian equity index futures,FTSE Taiwan,TWN,SGX,USD,40,2020,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_177_012_TWN,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,USD,,UNAVAILABLE,40,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_178_001,178,Volatility futures,VIX,VIX,CFE,USD,1000,2006,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_178_001_VIX,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,CFE,,UNAVAILABLE,USD,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_178_002,178,Volatility futures,VSTOXX,V2TX,DTB,EUR,100,2013,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_178_002_V2TX,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,100,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
